gisjoin_1800,cnty_area_1800,gisjoin_1990,cnty_area_1990,cnty_part_area,cnty_part_pop_m2,cnty_part_pop_m3,cnty_part_pop_m4,cnty_pop_m2,cnty_pop_m3,cnty_pop_m4,m1_weight,m2_weight,m3_weight,m4_weight
G0900130,893103845.358,G0900030,1943959499.02,11393154,176.77779,178.9875,287.67581,14319,14319,14318.999,.012756808,.01234568,.0125,.020090498
G0900130,893103845.358,G0900130,1080049965.92,881710720,14142.223,14140.013,14031.323,14319,14319,14318.999,.98724324,.98765433,.98750001,.97990948
G0900150,1790216082.13,G0900110,1781000477.67,258806416,4065.481,3995.3311,4252.2114,28222,28222.002,28221.998,.14456713,.14405361,.14156796,.15067011
G0900150,1790216082.13,G0900130,1080049965.92,180827488,2962.4434,2944.7661,2925.6775,28222,28222.002,28221.998,.10100875,.10496929,.10434292,.10366656
G0900150,1790216082.13,G0900150,1350582176.47,1350582144,21194.076,21281.904,21044.109,28222,28222.002,28221.998,.7544241,.7509771,.75408912,.74566334
G1000010,1525633963.44,G1000010,1548770811.41,1525633920,19554,19554,19554,19554,19554,19554,1,1,1,1
G1000030,1144705776.61,G1000010,1548770811.41,23099468,528.81317,0,0,25360.998,25361,25361,.020179393,.020851433,0,0
G1000030,1144705776.61,G1000030,1121606309.14,1121606272,24832.186,25361,25361,25360.998,25361,25361,.97982055,.97914857,1,1
G1000050,2461099202.75,G1000010,1548770811.41,37380.5,0,0,0,19357.998,19358,19358,.000015188539,0,0,0
G1000050,2461099202.75,G1000050,2461061822.25,2461061888,19357.998,19358,19358,19357.998,19358,19358,.99998486,1,1,1
G1100015,242052711.138,G1100010,159396851.326,159396848,0,0,0,4971.0005,4971.0005,4971,.65852123,0,0,0
G1100015,242052711.138,G5100130,67247254.05140001,67189568,0,0,0,4971.0005,4971.0005,4971,.27758238,0,0,0
G1100015,242052711.138,G5100130,67247254.05140001,.15632226,0,0,0,4971.0005,4971.0005,4971,6.4581906e-10,0,0,0
G1100015,242052711.138,G5105100,39410457.128,.15632226,0,0,0,4971.0005,4971.0005,4971,6.4581906e-10,0,0,0
G1100015,242052711.138,G5105100,39410457.128,15466292,4971.0005,4971.0005,4971,4971.0005,4971.0005,4971,.06389638,1,1,1
G1300290,1269513283.48,G1300290,1157167401.71,1157167360,2590.5554,2836.0002,2836,2836,2836.0002,2836,.91150475,.91345394,1,1
G1300290,1269513283.48,G1300510,1200747314.44,112345880,245.44453,0,0,2836,2836.0002,2836,.08849524,.086546026,0,0
G1300310,2207690595.11,G1300310,1784103976.79,1783090688,1540.8109,1514.0114,1520.8162,1913,1913.0001,1913,.80767238,.80544221,.79143298,.79499018
G1300310,2207690595.11,G1300430,644432060.924,170091040,150.09024,160.96126,157.97127,1913,1913.0001,1913,.077044785,.078458048,.084140748,.082577765
G1300310,2207690595.11,G1300430,644432060.924,.032862186,0,0,0,1913,1913.0001,1913,1.4885322e-11,0,0,0
G1300310,2207690595.11,G1301070,1787962760.05,8479853,7.8081632,8.779705,8.2474642,1913,1913.0001,1913,.0038410514,.0040816325,.0045894952,.0043112724
G1300310,2207690595.11,G1301650,912850366.233,.31670451,0,0,0,1913,1913.0001,1913,1.4345512e-10,0,0,0
G1300310,2207690595.11,G1301650,912850366.233,.02467783,0,0,0,1913,1913.0001,1913,1.1178120e-11,0,0,0
G1300310,2207690595.11,G1301650,912850366.233,246029024,214.2907,229.24785,225.96513,1913,1913.0001,1913,.11144181,.11201814,.11983682,.11812082
G1300310,2207690595.11,G1302510,1697982333.7,.02467783,0,0,0,1913,1913.0001,1913,1.1178120e-11,0,0,0
G1300330,2556741783.14,G1300330,2162637886.73,2162637824,8037.2871,7724.4653,7704.6924,9503.999,9504.001,9504,.84585696,.84567422,.81275934,.8106789
G1300330,2556741783.14,G1301650,912850366.233,394103904,1466.7123,1779.5354,1799.3075,9503.999,9504.001,9504,.15414302,.1543258,.18724066,.18932107
G1300330,2556741783.14,G1301650,912850366.233,.31670451,0,0,0,9503.999,9504.001,9504,1.2387036e-10,0,0,0
G1300390,2105710203.05,G1300250,1158821828.33,100015976,81.415955,79.469467,79.242592,1681,1681,1681,.047497503,.048433047,.047275115,.047140151
G1300390,2105710203.05,G1300250,1158821828.33,6.8537583,0,0,0,1681,1681,1681,3.2548439e-09,0,0,0
G1300390,2105710203.05,G1300250,1158821828.33,.23174986,0,0,0,1681,1681,1681,1.1005782e-10,0,0,0
G1300390,2105710203.05,G1300390,1689465644.67,1689465600,1348.9506,1286.9639,1288.564,1681,1681,1681,.80232579,.80246907,.76559418,.76654607
G1300390,2105710203.05,G1300390,1689465644.67,.23174986,0,0,0,1681,1681,1681,1.1005782e-10,0,0,0
G1300390,2105710203.05,G1300490,2027849792.18,316228544,250.63342,314.56665,313.19339,1681,1681,1681,.15017667,.14909782,.18713066,.18631373
G1300390,2105710203.05,G1300490,2027849792.18,11.550249,0,0,0,1681,1681,1681,5.4852034e-09,0,0,0
G1300510,1088401432.67,G1300510,1200747314.44,1088401408,12946,12946.001,12946,12946,12946.001,12946,1,1,1,1
G1300730,1234924413.48,G1300730,797150394.851,797150400,5390.1816,5425.3027,5473.1377,8345,8345,8345,.64550543,.64591753,.65012616,.65585834
G1300730,1234924413.48,G1301890,689717211.015,437774016,2954.8181,2919.6973,2871.8621,8345,8345,8345,.35449457,.35408247,.34987384,.34414166
G1301030,1250511427.11,G1301030,1250511427.11,1250511488,2072,2072,2072,2072,2072,2072,1,1,1,1
G1301050,1572404466.91,G1301050,970052748.467,.11153431,0,0,0,10094,10094,10093.999,7.0932329e-11,0,0,0
G1301050,1572404466.91,G1301050,970052748.467,970052736,6203.2686,6187.4907,6337.5361,10094,10094,10093.999,.61692315,.61455011,.61298698,.62785184
G1301050,1572404466.91,G1301470,664126540.91,285983776,1868.0663,1854.9364,1747.9447,10094,10094,10093.999,.18187672,.185067,.18376623,.17316672
G1301050,1572404466.91,G1301950,739635356.148,.11153431,0,0,0,10094,10094,10093.999,7.0932329e-11,0,0,0
G1301050,1572404466.91,G1301950,739635356.148,316367936,2022.6649,2051.5728,2008.5186,10094,10094,10093.999,.2012001,.20038289,.20324676,.19898145
G1301050,1572404466.91,G1301950,739635356.148,.080328807,0,0,0,10094,10094,10093.999,5.1086607e-11,0,0,0
G1301050,1572404466.91,G1302210,1145229949.32,.080328807,0,0,0,10094,10094,10093.999,5.1086607e-11,0,0,0
G1301190,1990953165.43,G1300110,605727504.755,375532256,1307.6262,1358.1824,1346.6582,6858.9995,6859,6859,.18861933,.19064388,.19801463,.19633448
G1301190,1990953165.43,G1301190,689891519.854,689891520,2377.1885,2454.7622,2473.0134,6858.9995,6859,6859,.34651318,.34657949,.35788924,.36055014
G1301190,1990953165.43,G1301470,664126540.91,378142784,1297.2756,1135.9995,1127.1188,6858.9995,6859,6859,.18993053,.18913482,.16562174,.16432698
G1301190,1990953165.43,G1301950,739635356.148,182360656,634.83698,659.38141,660.87811,6858.9995,6859,6859,.091594651,.092555329,.096133754,.096351966
G1301190,1990953165.43,G1302570,477156641.965,365025952,1242.0724,1250.6746,1251.3317,6858.9995,6859,6859,.18334231,.18108653,.18234065,.18243645
G1301270,1711318380.43,G1300250,1158821828.33,189616880,202.1516,274.28397,278.52524,1873.9999,1874.0001,1874,.11080164,.10787173,.14636283,.14862606
G1301270,1711318380.43,G1301270,1127342498.96,1127342464,1243.5055,1207.178,1197.4482,1873.9999,1874.0001,1874,.65875673,.66355687,.64417177,.63897985
G1301270,1711318380.43,G1303050,1680395996.07,394359008,428.34283,392.53815,398.02649,1873.9999,1874.0001,1874,.23044163,.22857143,.20946538,.21239407
G1301330,1178338325.45,G1301330,1052160131.64,.21856155,0,0,0,10761.001,10761,10761,1.8548285e-10,0,0,0
G1301330,1178338325.45,G1301330,1052160131.64,1049191360,9565.334,9220.3545,9225.8975,10761.001,10761,10761,.8903991,.8888889,.85683066,.85734576
G1301330,1178338325.45,G1302190,482112638.935,44038512,410.72522,529.22955,528.22052,10761.001,10761,10761,.037373401,.038167939,.049180333,.049086563
G1301330,1178338325.45,G1302370,934043165.967,.21856155,0,0,0,10761.001,10761,10761,1.8548285e-10,0,0,0
G1301330,1178338325.45,G1302650,506259609.219,85108472,784.94153,1011.4164,1006.8815,10761.001,10761,10761,.072227538,.072943173,.093989074,.093567654
G1301410,1490949260.96,G1300090,692823256.847,.1700554,0,0,0,14456.001,14456,14456,1.1405848e-10,0,0,0
G1301410,1490949260.96,G1300090,692823256.847,165020480,1588.9974,1842.9006,1899.0793,14456.001,14456,14456,.11068149,.10991957,.12748344,.13136964
G1301410,1490949260.96,G1301410,1239999471.42,1239999488,12024.06,11571.98,11564.643,14456.001,14456,14456,.83168459,.83176941,.8004967,.7999891
G1301410,1490949260.96,G1301410,1239999471.42,.1700554,0,0,0,14456.001,14456,14456,1.1405848e-10,0,0,0
G1301410,1490949260.96,G1302650,506259609.219,.047046449,0,0,0,14456.001,14456,14456,3.1554696e-11,0,0,0
G1301410,1490949260.96,G1302650,506259609.219,85929312,842.94379,1041.1193,992.27826,14456.001,14456,14456,.057633962,.058310993,.072019875,.068641275
G1301535,258007915221,G0100010,1565529772.77,1486078592,0,0,0,0,0,0,.005759818,,,
G1301535,258007915221,G0100070,1621774444.63,1621774464,0,0,0,0,0,0,.0062857545,,,
G1301535,258007915221,G0100070,1621774444.63,.21269421,0,0,0,0,0,0,8.2437090e-13,,,
G1301535,258007915221,G0100090,1685071135.65,1685071104,0,0,0,0,0,0,.006531083,,,
G1301535,258007915221,G0100090,1685071135.65,.60974574,0,0,0,0,0,0,2.3632832e-12,,,
G1301535,258007915221,G0100150,1585923967.28,.60200804,0,0,0,0,0,0,2.3332928e-12,,,
G1301535,258007915221,G0100150,1585923967.28,2.5513847,0,0,0,0,0,0,9.8887842e-12,,,
G1301535,258007915221,G0100150,1585923967.28,1585923968,0,0,0,0,0,0,.0061468035,,,
G1301535,258007915221,G0100170,1562061547.49,.010427928,0,0,0,0,0,0,4.0417085e-14,,,
G1301535,258007915221,G0100170,1562061547.49,1562061568,0,0,0,0,0,0,.0060543166,,,
G1301535,258007915221,G0100190,1553882838.62,1553882880,0,0,0,0,0,0,.0060226172,,,
G1301535,258007915221,G0100190,1553882838.62,.24361379,0,0,0,0,0,0,9.4421053e-13,,,
G1301535,258007915221,G0100210,1814971185.03,1814971136,0,0,0,0,0,0,.007034556,,,
G1301535,258007915221,G0100270,1569554966.06,.074943013,0,0,0,0,0,0,2.9046787e-13,,,
G1301535,258007915221,G0100270,1569554966.06,1.0308334,0,0,0,0,0,0,3.9953557e-12,,,
G1301535,258007915221,G0100270,1569554966.06,1.8204658,0,0,0,0,0,0,7.0558524e-12,,,
G1301535,258007915221,G0100270,1569554966.06,1569554944,0,0,0,0,0,0,.0060833595,,,
G1301535,258007915221,G0100290,1453048943.35,1453048960,0,0,0,0,0,0,.0056317998,,,
G1301535,258007915221,G0100290,1453048943.35,2.5513847,0,0,0,0,0,0,9.8887842e-12,,,
G1301535,258007915221,G0100290,1453048943.35,.032580674,0,0,0,0,0,0,1.2627781e-13,,,
G1301535,258007915221,G0100290,1453048943.35,1.0308334,0,0,0,0,0,0,3.9953557e-12,,,
G1301535,258007915221,G0100330,1615154455.12,1615154432,0,0,0,0,0,0,.0062600966,,,
G1301535,258007915221,G0100370,1725878253.32,.22876988,0,0,0,0,0,0,8.8667778e-13,,,
G1301535,258007915221,G0100370,1725878253.32,1725878272,0,0,0,0,0,0,.0066892453,,,
G1301535,258007915221,G0100370,1725878253.32,.038370628,0,0,0,0,0,0,1.4871881e-13,,,
G1301535,258007915221,G0100430,1954996982.88,.94262439,0,0,0,0,0,0,3.6534708e-12,,,
G1301535,258007915221,G0100430,1954996982.88,1954996992,0,0,0,0,0,0,.0075772754,,,
G1301535,258007915221,G0100470,2572865998.94,931407104,0,0,0,0,0,0,.0036099942,,,
G1301535,258007915221,G0100490,2016714373.85,1.2932814,0,0,0,0,0,0,5.0125650e-12,,,
G1301535,258007915221,G0100490,2016714373.85,.24361379,0,0,0,0,0,0,9.4421053e-13,,,
G1301535,258007915221,G0100490,2016714373.85,2016714368,0,0,0,0,0,0,.0078164823,,,
G1301535,258007915221,G0100510,1702196113.47,.13873255,0,0,0,0,0,0,5.3770660e-13,,,
G1301535,258007915221,G0100510,1702196113.47,1702196096,0,0,0,0,0,0,.006597457,,,
G1301535,258007915221,G0100510,1702196113.47,.40757114,0,0,0,0,0,0,1.5796846e-12,,,
G1301535,258007915221,G0100510,1702196113.47,.22876988,0,0,0,0,0,0,8.8667778e-13,,,
G1301535,258007915221,G0100550,1421280067.1,.43183431,0,0,0,0,0,0,1.6737251e-12,,,
G1301535,258007915221,G0100550,1421280067.1,1421280128,0,0,0,0,0,0,.0055086687,,,
G1301535,258007915221,G0100570,1630006249.86,.77879822,0,0,0,0,0,0,3.0185052e-12,,,
G1301535,258007915221,G0100570,1630006249.86,1630006272,0,0,0,0,0,0,.0063176597,,,
G1301535,258007915221,G0100570,1630006249.86,1.1568437,0,0,0,0,0,0,4.4837528e-12,,,
G1301535,258007915221,G0100590,1674467067.84,1674467072,0,0,0,0,0,0,.0064899833,,,
G1301535,258007915221,G0100630,1709245829.12,1709245824,0,0,0,0,0,0,.0066247806,,,
G1301535,258007915221,G0100630,1709245829.12,.53704369,0,0,0,0,0,0,2.0815008e-12,,,
G1301535,258007915221,G0100630,1709245829.12,1.0101187,0,0,0,0,0,0,3.9150688e-12,,,
G1301535,258007915221,G0100630,1709245829.12,.24834821,0,0,0,0,0,0,9.6256044e-13,,,
G1301535,258007915221,G0100650,1700275044.82,.24834821,0,0,0,0,0,0,9.6256044e-13,,,
G1301535,258007915221,G0100650,1700275044.82,1700275072,0,0,0,0,0,0,.0065900111,,,
G1301535,258007915221,G0100710,2918161775.88,.3154448,0,0,0,0,0,0,1.2226167e-12,,,
G1301535,258007915221,G0100710,2918161775.88,2918161664,0,0,0,0,0,0,.011310357,,,
G1301535,258007915221,G0100710,2918161775.88,.49536026,0,0,0,0,0,0,1.9199421e-12,,,
G1301535,258007915221,G0100730,2910681662.58,2910681600,0,0,0,0,0,0,.011281366,,,
G1301535,258007915221,G0100730,2910681662.58,1.0502795,0,0,0,0,0,0,4.0707260e-12,,,
G1301535,258007915221,G0100730,2910681662.58,.60974574,0,0,0,0,0,0,2.3632832e-12,,,
G1301535,258007915221,G0100730,2910681662.58,2.6126862,0,0,0,0,0,0,1.0126380e-11,,,
G1301535,258007915221,G0100730,2910681662.58,.29933196,0,0,0,0,0,0,1.1601658e-12,,,
G1301535,258007915221,G0100750,1568162558.45,1568162560,0,0,0,0,0,0,.0060779629,,,
G1301535,258007915221,G0100770,1861660236.25,1861660288,0,0,0,0,0,0,.0072155162,,,
G1301535,258007915221,G0100790,1859801692.72,.063386738,0,0,0,0,0,0,2.4567750e-13,,,
G1301535,258007915221,G0100790,1859801692.72,1859801728,0,0,0,0,0,0,.0072083129,,,
G1301535,258007915221,G0100810,1594298714.23,.010427928,0,0,0,0,0,0,4.0417085e-14,,,
G1301535,258007915221,G0100810,1594298714.23,1.5963981,0,0,0,0,0,0,6.1874000e-12,,,
G1301535,258007915221,G0100810,1594298714.23,1594298752,0,0,0,0,0,0,.0061792629,,,
G1301535,258007915221,G0100830,1572343106.81,1572343168,0,0,0,0,0,0,.0060941665,,,
G1301535,258007915221,G0100850,1877857235.2,16117673,0,0,0,0,0,0,.000062469684,,,
G1301535,258007915221,G0100870,1588321606.61,768207936,0,0,0,0,0,0,.0029774588,,,
G1301535,258007915221,G0100890,2105290711.2,2105290752,0,0,0,0,0,0,.0081597911,,,
G1301535,258007915221,G0100890,2105290711.2,.49536026,0,0,0,0,0,0,1.9199421e-12,,,
G1301535,258007915221,G0100890,2105290711.2,.71240926,0,0,0,0,0,0,2.7611914e-12,,,
G1301535,258007915221,G0100910,2545604373.07,1.4413202,0,0,0,0,0,0,5.5863409e-12,,,
G1301535,258007915221,G0100910,2545604373.07,620437632,0,0,0,0,0,0,.0024047233,,,
G1301535,258007915221,G0100930,1925864760.34,1.1568437,0,0,0,0,0,0,4.4837528e-12,,,
G1301535,258007915221,G0100930,1925864760.34,1925864704,0,0,0,0,0,0,.0074643628,,,
G1301535,258007915221,G0100950,1614161926.26,1614161920,0,0,0,0,0,0,.0062562497,,,
G1301535,258007915221,G0100950,1614161926.26,.3154448,0,0,0,0,0,0,1.2226167e-12,,,
G1301535,258007915221,G0100950,1614161926.26,.71240926,0,0,0,0,0,0,2.7611914e-12,,,
G1301535,258007915221,G0100950,1614161926.26,1.2932814,0,0,0,0,0,0,5.0125650e-12,,,
G1301535,258007915221,G0101010,2071394565.39,239744496,0,0,0,0,0,0,.00092921371,,,
G1301535,258007915221,G0101010,2071394565.39,.40757114,0,0,0,0,0,0,1.5796846e-12,,,
G1301535,258007915221,G0101030,1551567060.62,1551567104,0,0,0,0,0,0,.0060136416,,,
G1301535,258007915221,G0101050,1875372847.65,1798538624,0,0,0,0,0,0,.0069708661,,,
G1301535,258007915221,G0101070,2305249596.09,2305249536,0,0,0,0,0,0,.0089348014,,,
G1301535,258007915221,G0101070,2305249596.09,.77879822,0,0,0,0,0,0,3.0185052e-12,,,
G1301535,258007915221,G0101070,2305249596.09,.53704369,0,0,0,0,0,0,2.0815008e-12,,,
G1301535,258007915221,G0101110,1512851496.1,1512851456,0,0,0,0,0,0,.0058635855,,,
G1301535,258007915221,G0101110,1512851496.1,.032580674,0,0,0,0,0,0,1.2627781e-13,,,
G1301535,258007915221,G0101110,1512851496.1,.074943013,0,0,0,0,0,0,2.9046787e-13,,,
G1301535,258007915221,G0101130,1676717238.03,343605152,0,0,0,0,0,0,.0013317621,,,
G1301535,258007915221,G0101150,1692864873.74,.43183431,0,0,0,0,0,0,1.6737251e-12,,,
G1301535,258007915221,G0101150,1692864873.74,1692864896,0,0,0,0,0,0,.0065612905,,,
G1301535,258007915221,G0101150,1692864873.74,.81987667,0,0,0,0,0,0,3.1777192e-12,,,
G1301535,258007915221,G0101170,2096689743.97,1.0502795,0,0,0,0,0,0,4.0707260e-12,,,
G1301535,258007915221,G0101170,2096689743.97,2096689792,0,0,0,0,0,0,.0081264554,,,
G1301535,258007915221,G0101170,2096689743.97,.21269421,0,0,0,0,0,0,8.2437090e-13,,,
G1301535,258007915221,G0101190,2365464600.9,1.4413202,0,0,0,0,0,0,5.5863409e-12,,,
G1301535,258007915221,G0101190,2365464600.9,1.0101187,0,0,0,0,0,0,3.9150688e-12,,,
G1301535,258007915221,G0101190,2365464600.9,2026998016,0,0,0,0,0,0,.0078563401,,,
G1301535,258007915221,G0101210,1969058655.63,.60200804,0,0,0,0,0,0,2.3332928e-12,,,
G1301535,258007915221,G0101210,1969058655.63,1969058688,0,0,0,0,0,0,.0076317764,,,
G1301535,258007915221,G0101210,1969058655.63,.81987667,0,0,0,0,0,0,3.1777192e-12,,,
G1301535,258007915221,G0101210,1969058655.63,1.8204658,0,0,0,0,0,0,7.0558524e-12,,,
G1301535,258007915221,G0101230,1984560899.88,.13873255,0,0,0,0,0,0,5.3770660e-13,,,
G1301535,258007915221,G0101230,1984560899.88,1.5963981,0,0,0,0,0,0,6.1874000e-12,,,
G1301535,258007915221,G0101230,1984560899.88,.038370628,0,0,0,0,0,0,1.4871881e-13,,,
G1301535,258007915221,G0101230,1984560899.88,1984560896,0,0,0,0,0,0,.0076918607,,,
G1301535,258007915221,G0101250,3499697967.08,3499697920,0,0,0,0,0,0,.013564304,,,
G1301535,258007915221,G0101250,3499697967.08,2.6126862,0,0,0,0,0,0,1.0126380e-11,,,
G1301535,258007915221,G0101270,2085727475.87,.29933196,0,0,0,0,0,0,1.1601658e-12,,,
G1301535,258007915221,G0101270,2085727475.87,2085727488,0,0,0,0,0,0,.0080839675,,,
G1301535,258007915221,G0101270,2085727475.87,.94262439,0,0,0,0,0,0,3.6534708e-12,,,
G1301535,258007915221,G0101270,2085727475.87,.13961563,0,0,0,0,0,0,5.4112921e-13,,,
G1301535,258007915221,G0101330,1636510933.64,.063386738,0,0,0,0,0,0,2.4567750e-13,,,
G1301535,258007915221,G0101330,1636510933.64,1636510976,0,0,0,0,0,0,.0063428711,,,
G1301535,258007915221,G0101330,1636510933.64,.13961563,0,0,0,0,0,0,5.4112921e-13,,,
G1301535,258007915221,G1300010,1326387104.61,1326387072,0,0,0,0,0,0,.0051408773,,,
G1301535,258007915221,G1300010,1326387104.61,1.5140483,0,0,0,0,0,0,5.8682243e-12,,,
G1301535,258007915221,G1300030,891221762.327,891221760,0,0,0,0,0,0,.0034542419,,,
G1301535,258007915221,G1300050,740535149.927,1.2293305,0,0,0,0,0,0,4.7647008e-12,,,
G1301535,258007915221,G1300050,740535149.927,.026244935,0,0,0,0,0,0,1.0172143e-13,,,
G1301535,258007915221,G1300050,740535149.927,740535168,0,0,0,0,0,0,.0028702032,,,
G1301535,258007915221,G1300070,904358075.117,.73763597,0,0,0,0,0,0,2.8589665e-12,,,
G1301535,258007915221,G1300070,904358075.117,1.2838881,0,0,0,0,0,0,4.9761579e-12,,,
G1301535,258007915221,G1300070,904358075.117,904358080,0,0,0,0,0,0,.0035051564,,,
G1301535,258007915221,G1300090,692823256.847,467725760,0,0,0,0,0,0,.0018128349,,,
G1301535,258007915221,G1300110,605727504.755,230195248,0,0,0,0,0,0,.00089220225,,,
G1301535,258007915221,G1300150,1217600079.05,.71530801,0,0,0,0,0,0,2.7724266e-12,,,
G1301535,258007915221,G1300150,1217600079.05,1217600128,0,0,0,0,0,0,.0047192355,,,
G1301535,258007915221,G1300150,1217600079.05,1.9546046,0,0,0,0,0,0,7.5757543e-12,,,
G1301535,258007915221,G1300150,1217600079.05,.20960031,0,0,0,0,0,0,8.1237941e-13,,,
G1301535,258007915221,G1300170,657940404.9809999,1.9460949,0,0,0,0,0,0,7.5427720e-12,,,
G1301535,258007915221,G1300170,657940404.9809999,657940416,0,0,0,0,0,0,.0025500783,,,
G1301535,258007915221,G1300170,657940404.9809999,.089104854,0,0,0,0,0,0,3.4535704e-13,,,
G1301535,258007915221,G1300170,657940404.9809999,1.3557245,0,0,0,0,0,0,5.2545845e-12,,,
G1301535,258007915221,G1300170,657940404.9809999,1.5801537,0,0,0,0,0,0,6.1244391e-12,,,
G1301535,258007915221,G1300170,657940404.9809999,1.2867023,0,0,0,0,0,0,4.9870650e-12,,,
G1301535,258007915221,G1300190,1185665257.44,1185665280,0,0,0,0,0,0,.0045954608,,,
G1301535,258007915221,G1300210,660797235.541,660797248,0,0,0,0,0,0,.0025611511,,,
G1301535,258007915221,G1300230,567569690.173,567569664,0,0,0,0,0,0,.0021998149,,,
G1301535,258007915221,G1300250,1158821828.33,869188928,0,0,0,0,0,0,.0033688459,,,
G1301535,258007915221,G1300250,1158821828.33,6.8537583,0,0,0,0,0,0,2.6564140e-11,,,
G1301535,258007915221,G1300250,1158821828.33,1.9540392,0,0,0,0,0,0,7.5735633e-12,,,
G1301535,258007915221,G1300270,1289235574.14,.24115579,0,0,0,0,0,0,9.3468365e-13,,,
G1301535,258007915221,G1300270,1289235574.14,1289235584,0,0,0,0,0,0,.0049968837,,,
G1301535,258007915221,G1300350,492140498.252,.53342646,0,0,0,0,0,0,2.0674810e-12,,,
G1301535,258007915221,G1300350,492140498.252,492140512,0,0,0,0,0,0,.0019074628,,,
G1301535,258007915221,G1300370,734453474.624,1.7849282,0,0,0,0,0,0,6.9181141e-12,,,
G1301535,258007915221,G1300370,734453474.624,.73763597,0,0,0,0,0,0,2.8589665e-12,,,
G1301535,258007915221,G1300370,734453474.624,734453440,0,0,0,0,0,0,.0028466315,,,
G1301535,258007915221,G1300370,734453474.624,.58546603,0,0,0,0,0,0,2.2691786e-12,,,
G1301535,258007915221,G1300370,734453474.624,.49442303,0,0,0,0,0,0,1.9163096e-12,,,
G1301535,258007915221,G1300450,1304921111.99,.21799824,0,0,0,0,0,0,8.4492846e-13,,,
G1301535,258007915221,G1300450,1304921111.99,1304921088,0,0,0,0,0,0,.0050576786,,,
G1301535,258007915221,G1300470,421303554.59,421303552,0,0,0,0,0,0,.0016329094,,,
G1301535,258007915221,G1300490,2027849792.18,1.9540392,0,0,0,0,0,0,7.5735633e-12,,,
G1301535,258007915221,G1300490,2027849792.18,11.550249,0,0,0,0,0,0,4.4767034e-11,,,
G1301535,258007915221,G1300490,2027849792.18,1711621248,0,0,0,0,0,0,.0066339872,,,
G1301535,258007915221,G1300530,650529167.9910001,650529152,0,0,0,0,0,0,.0025213535,,,
G1301535,258007915221,G1300550,813114706.415,.055760406,0,0,0,0,0,0,2.1611898e-13,,,
G1301535,258007915221,G1300550,813114706.415,813114688,0,0,0,0,0,0,.0031515106,,,
G1301535,258007915221,G1300570,1124028708.2,.20960031,0,0,0,0,0,0,8.1237941e-13,,,
G1301535,258007915221,G1300570,1124028708.2,1124028672,0,0,0,0,0,0,.0043565668,,,
G1301535,258007915221,G1300570,1124028708.2,1.2104268,0,0,0,0,0,0,4.6914330e-12,,,
